fo250210_testNoCapa De-Embedded l1=5.0
Frequency GHz, DB[S11]
8.275,-6.49836e-005
8.276,-6.86892e-005
8.277,-7.2744e-005
8.278,-7.71932e-005
8.279,-8.20895e-005
8.28,-8.74944e-005
8.281,-9.34806e-005
8.282,-0.000100134
8.283,-0.000107556
8.284,-0.00011587
8.285,-0.000125221
8.286,-0.000135789
8.287,-0.00014779
8.288,-0.000161492
8.289,-0.000177227
8.29,-0.00019541
8.291,-0.000216565
8.292,-0.000241361
8.293,-0.000270664
8.294,-0.000305601
8.295,-0.000347665
8.296,-0.000398858
8.297,-0.000461904
8.298,-0.000540564
8.299,-0.00064011
8.3,-0.000768038
8.301,-0.000935126
8.302,-0.00115693
8.303,-0.00145567
8.304,-0.00186154
8.305,-0.00241001
8.306,-0.00312412
8.307,-0.00396068
8.308,-0.00471935
8.309,-0.00504897
8.31,-0.00474682
8.311,-0.00401042
8.312,-0.0031878
8.313,-0.0024799
8.314,-0.00193246
8.315,-0.00152476
8.316,-0.0012229
8.317,-0.000997522
8.318,-0.000826846
8.319,-0.000695517
8.32,-0.000592839
8.321,-0.000511338
8.322,-0.000445735
8.323,-0.000392248
8.324,-0.000348129
8.325,-0.000311351
8.326,-0.000280397
8.327,-0.000254117
8.328,-0.000231629
8.329,-0.000212246
8.33,-0.00019543
8.331,-0.000180751
8.332,-0.000167867
8.333,-0.000156501
8.334,-0.000146428
8.335,-0.000137461
8.336,-0.000129448
8.337,-0.00012226
8.338,-0.00011579
8.339,-0.000109948
8.34,-0.000104659
8.341,-9.98555e-005
8.342,-9.54832e-005
8.343,-9.14939e-005
8.344,-8.7846e-005
8.345,-8.45038e-005
8.346,-8.1436e-005
8.347,-7.86152e-005
8.348,-7.60176e-005
8.349,-7.36222e-005
8.35,-7.14102e-005
8.351,-6.93654e-005
8.352,-6.7473e-005
8.353,-6.57202e-005
8.354,-6.40954e-005
8.355,-6.25881e-005
8.356,-6.11892e-005
8.357,-5.98903e-005
8.358,-5.86838e-005
8.359,-5.75631e-005
8.36,-5.6522e-005
8.361,-5.55549e-005
8.362,-5.46569e-005
8.363,-5.38234e-005
8.364,-5.30503e-005
8.365,-5.23337e-005
8.366,-5.16703e-005
8.367,-5.10569e-005
8.368,-5.04906e-005
8.369,-4.99688e-005
8.37,-4.94891e-005
8.371,-4.90492e-005
8.372,-4.86473e-005
8.373,-4.82813e-005
8.374,-4.79497e-005
8.375,-4.76507e-005
8.376,-4.73831e-005
8.377,-4.71454e-005
8.378,-4.69365e-005
8.379,-4.67552e-005
8.38,-4.66006e-005
8.381,-4.64716e-005
8.382,-4.63674e-005
8.383,-4.62872e-005
8.384,-4.62303e-005
8.385,-4.6196e-005
8.386,-4.61838e-005
8.387,-4.6193e-005
8.388,-4.62232e-005
8.389,-4.62739e-005
8.39,-4.63448e-005
8.391,-4.64354e-005
8.392,-4.65455e-005
8.393,-4.66747e-005
8.394,-4.68229e-005
8.395,-4.69897e-005
8.396,-4.71751e-005
8.397,-4.7379e-005
8.398,-4.76011e-005
8.399,-4.78414e-005
8.4,-4.80998e-005
8.401,-4.83764e-005
8.402,-4.86712e-005
8.403,-4.8984e-005
8.404,-4.93152e-005
8.405,-4.96646e-005
8.406,-5.00324e-005
8.407,-5.04188e-005
8.408,-5.08239e-005
8.409,-5.12479e-005
8.41,-5.16911e-005
8.411,-5.21535e-005
8.412,-5.26356e-005
8.413,-5.31376e-005
8.414,-5.36598e-005
8.415,-5.42026e-005
8.416,-5.47663e-005
8.417,-5.53513e-005
8.418,-5.59581e-005
8.419,-5.65872e-005
8.42,-5.72389e-005
8.421,-5.79138e-005
8.422,-5.86125e-005
8.423,-5.93356e-005
8.424,-6.00836e-005
8.425,-6.08573e-005
8.426,-6.16573e-005
8.427,-6.24843e-005
8.428,-6.33391e-005
8.429,-6.42225e-005
8.43,-6.51355e-005
8.431,-6.60788e-005
8.432,-6.70534e-005
8.433,-6.80603e-005
8.434,-6.91007e-005
8.435,-7.01755e-005
8.436,-7.12859e-005
8.437,-7.24333e-005
8.438,-7.36188e-005
8.439,-7.48438e-005
8.44,-7.61098e-005
8.441,-7.74183e-005
8.442,-7.87708e-005
8.443,-8.01691e-005
8.444,-8.16149e-005
8.445,-8.311e-005
8.446,-8.46565e-005
8.447,-8.62564e-005
8.448,-8.79119e-005
8.449,-8.96253e-005
8.45,-9.13991e-005
8.451,-9.32358e-005
8.452,-9.51381e-005
8.453,-9.71089e-005
8.454,-9.91514e-005
8.455,-0.000101269
8.456,-0.000103464
8.457,-0.000105742
8.458,-0.000108105
8.459,-0.000110558
8.46,-0.000113105
8.461,-0.000115751
8.462,-0.0001185
8.463,-0.000121359
8.464,-0.000124332
8.465,-0.000127426
8.466,-0.000130646
8.467,-0.000134
8.468,-0.000137494
8.469,-0.000141137
8.47,-0.000144937
8.471,-0.000148902
8.472,-0.000153042
8.473,-0.000157368
8.474,-0.00016189
8.475,-0.00016662
8.476,-0.00017157
8.477,-0.000176755
8.478,-0.000182189
8.479,-0.000187888
8.48,-0.000193869
8.481,-0.000200151
8.482,-0.000206754
8.483,-0.0002137
8.484,-0.000221013
8.485,-0.000228718
8.486,-0.000236845
8.487,-0.000245424
8.488,-0.000254488
8.489,-0.000264076
8.49,-0.000274226
8.491,-0.000284985
8.492,-0.000296401
8.493,-0.000308527
8.494,-0.000321425
8.495,-0.00033516
8.496,-0.000349805
8.497,-0.000365443
8.498,-0.000382164
8.499,-0.00040007
8.5,-0.000419275
8.501,-0.000439906
8.502,-0.000462109
8.503,-0.000486043
8.504,-0.000511895
8.505,-0.000539872
8.506,-0.000570213
8.507,-0.000603189
8.508,-0.000639111
8.509,-0.000678341
8.51,-0.000721291
8.511,-0.000768446
8.512,-0.000820366
8.513,-0.000877712
8.514,-0.000941257
8.515,-0.00101192
8.516,-0.0010908
8.517,-0.00117919
8.518,-0.00127869
8.519,-0.00139119
8.52,-0.00151904
8.521,-0.00166512
8.522,-0.00183301
8.523,-0.00202718
8.524,-0.00225331
8.525,-0.00251865
8.526,-0.00283254
8.527,-0.00320723
8.528,-0.00365891
8.529,-0.00420929
8.53,-0.00488784
8.531,-0.00573517
8.532,-0.0068078
8.533,-0.00818523
8.534,-0.00997959
8.535,-0.0123473
8.536,-0.0154981
8.537,-0.0196821
8.538,-0.0251017
8.539,-0.0316318
8.54,-0.038266
8.541,-0.0427478
8.542,-0.0427494
8.543,-0.0382737
8.544,-0.0316487
8.545,-0.0251274
8.546,-0.0197139
8.547,-0.015533
8.548,-0.0123832
8.549,-0.0100152
8.55,-0.00821979
8.551,-0.00684096
8.552,-0.00576678
8.553,-0.00491788
8.554,-0.00423779
8.555,-0.00368594
8.556,-0.00323288
8.557,-0.0028569
8.558,-0.0025418
8.559,-0.00227535
8.56,-0.00204818
8.561,-0.00185305
8.562,-0.00168427
8.563,-0.00153735
8.564,-0.00140872
8.565,-0.00129549
8.566,-0.00119532
8.567,-0.00110629
8.568,-0.00102681
8.569,-0.000955583
8.57,-0.000891506
8.571,-0.000833659
8.572,-0.000781264
8.573,-0.000733659
8.574,-0.000690281
8.575,-0.000650646
8.576,-0.000614336
8.577,-0.000580991
8.578,-0.000550298
8.579,-0.000521984
8.58,-0.000495809
8.581,-0.000471564
8.582,-0.000449064
8.583,-0.000428146
8.584,-0.000408666
8.585,-0.000390494
8.586,-0.000373517
8.587,-0.000357631
8.588,-0.000342746
8.589,-0.000328779
8.59,-0.000315657
8.591,-0.000303312
8.592,-0.000291684
8.593,-0.00028072
8.594,-0.000270369
8.595,-0.000260586
8.596,-0.000251331
8.597,-0.000242566
8.598,-0.000234258
8.599,-0.000226375
8.6,-0.000218889
8.601,-0.000211773
8.602,-0.000205003
8.603,-0.000198558
8.604,-0.000192417
8.605,-0.00018656
8.606,-0.000180972
8.607,-0.000175634
8.608,-0.000170534
8.609,-0.000165656
8.61,-0.000160989
8.611,-0.000156519
8.612,-0.000152237
8.613,-0.000148131
8.614,-0.000144193
8.615,-0.000140413
8.616,-0.000136782
8.617,-0.000133294
8.618,-0.00012994
8.619,-0.000126714
8.62,-0.000123609
8.621,-0.00012062
8.622,-0.00011774
8.623,-0.000114965
8.624,-0.000112289
8.625,-0.000109708
8.626,-0.000107217
8.627,-0.000104812
8.628,-0.000102489
8.629,-0.000100245
8.63,-9.80759e-005
8.631,-9.59781e-005
8.632,-9.39489e-005
8.633,-9.19852e-005
8.634,-9.00843e-005
8.635,-8.82434e-005
8.636,-8.64601e-005
8.637,-8.4732e-005
8.638,-8.30568e-005
8.639,-8.14324e-005
8.64,-7.98567e-005
8.641,-7.83279e-005
8.642,-7.68439e-005
8.643,-7.54032e-005
8.644,-7.40041e-005
8.645,-7.26448e-005
8.646,-7.13241e-005
8.647,-7.00403e-005
8.648,-6.87921e-005
8.649,-6.75782e-005
8.65,-6.63974e-005
8.651,-6.52485e-005
8.652,-6.41303e-005
8.653,-6.30417e-005
8.654,-6.19817e-005
8.655,-6.09493e-005
8.656,-5.99436e-005
8.657,-5.89636e-005
8.658,-5.80084e-005
8.659,-5.70772e-005
8.66,-5.61693e-005
8.661,-5.52837e-005
8.662,-5.44199e-005
8.663,-5.35771e-005
8.664,-5.27546e-005
8.665,-5.19518e-005
8.666,-5.1168e-005
8.667,-5.04027e-005
8.668,-4.96552e-005
8.669,-4.89251e-005
8.67,-4.82117e-005
8.671,-4.75146e-005
8.672,-4.68332e-005
8.673,-4.61672e-005
8.674,-4.5516e-005
8.675,-4.48792e-005
8.676,-4.42563e-005
8.677,-4.3647e-005
8.678,-4.30509e-005
8.679,-4.24676e-005
8.68,-4.18968e-005
8.681,-4.1338e-005
8.682,-4.07909e-005
8.683,-4.02552e-005
8.684,-3.97307e-005
8.685,-3.92169e-005
8.686,-3.87136e-005
8.687,-3.82205e-005
8.688,-3.77373e-005
8.689,-3.72638e-005
8.69,-3.67997e-005
8.691,-3.63448e-005
8.692,-3.58987e-005
8.693,-3.54614e-005
8.694,-3.50325e-005
8.695,-3.46118e-005
8.696,-3.41992e-005
8.697,-3.37944e-005
8.698,-3.33972e-005
8.699,-3.30074e-005
8.7,-3.26249e-005
8.701,-3.22495e-005
8.702,-3.18809e-005
8.703,-3.15191e-005
8.704,-3.11638e-005
8.705,-3.08149e-005
8.706,-3.04723e-005
8.707,-3.01358e-005
8.708,-2.98052e-005
8.709,-2.94805e-005
8.71,-2.91614e-005
8.711,-2.88479e-005
8.712,-2.85397e-005
8.713,-2.82369e-005
8.714,-2.79392e-005
8.715,-2.76466e-005
8.716,-2.7359e-005
8.717,-2.70761e-005
8.718,-2.6798e-005
8.719,-2.65245e-005
8.72,-2.62554e-005
8.721,-2.59908e-005
8.722,-2.57305e-005
8.723,-2.54745e-005
8.724,-2.52225e-005
8.725,-2.49746e-005
8.726,-2.47307e-005
8.727,-2.44906e-005
8.728,-2.42543e-005
8.729,-2.40217e-005
8.73,-2.37927e-005
8.731,-2.35673e-005
8.732,-2.33454e-005
8.733,-2.31269e-005
8.734,-2.29117e-005
8.735,-2.26997e-005
8.736,-2.2491e-005
8.737,-2.22855e-005
8.738,-2.20829e-005
8.739,-2.18835e-005
8.74,-2.16869e-005
8.741,-2.14933e-005
8.742,-2.13025e-005
8.743,-2.11144e-005
8.744,-2.09291e-005
8.745,-2.07465e-005
8.746,-2.05665e-005
8.747,-2.03891e-005
8.748,-2.02142e-005
8.749,-2.00418e-005
8.75,-1.98717e-005
8.751,-1.97041e-005
8.752,-1.95388e-005
8.753,-1.93759e-005
8.754,-1.92151e-005
8.755,-1.90566e-005
8.756,-1.89002e-005
8.757,-1.8746e-005
8.758,-1.85939e-005
8.759,-1.84438e-005
8.76,-1.82957e-005
8.761,-1.81496e-005
8.762,-1.80055e-005
8.763,-1.78632e-005
8.764,-1.77229e-005
8.765,-1.75843e-005
8.766,-1.74476e-005
8.767,-1.73127e-005
8.768,-1.71795e-005
8.769,-1.7048e-005
8.77,-1.69182e-005
8.771,-1.67901e-005
8.772,-1.66636e-005
8.773,-1.65387e-005
8.774,-1.64154e-005
8.775,-1.62936e-005
8.776,-1.61733e-005
8.777,-1.60546e-005
8.778,-1.59373e-005
8.779,-1.58214e-005
8.78,-1.5707e-005
8.781,-1.5594e-005
8.782,-1.54824e-005
8.783,-1.53721e-005
8.784,-1.52631e-005
8.785,-1.51555e-005
8.786,-1.50491e-005
8.787,-1.4944e-005
8.788,-1.48402e-005
8.789,-1.47376e-005
8.79,-1.46361e-005
8.791,-1.45359e-005
8.792,-1.44369e-005
8.793,-1.4339e-005
8.794,-1.42422e-005
8.795,-1.41466e-005
8.796,-1.4052e-005
8.797,-1.39586e-005
8.798,-1.38662e-005
8.799,-1.37748e-005
8.8,-1.36845e-005
8.801,-1.35952e-005
8.802,-1.35069e-005
8.803,-1.34196e-005
8.804,-1.33333e-005
8.805,-1.32479e-005
8.806,-1.31635e-005
8.807,-1.308e-005
8.808,-1.29974e-005
8.809,-1.29157e-005
8.81,-1.28349e-005
8.811,-1.2755e-005
8.812,-1.26759e-005
8.813,-1.25977e-005
8.814,-1.25204e-005
8.815,-1.24438e-005
8.816,-1.23681e-005
8.817,-1.22932e-005
8.818,-1.2219e-005
8.819,-1.21457e-005
8.82,-1.20731e-005
8.821,-1.20013e-005
8.822,-1.19302e-005
8.823,-1.18598e-005
8.824,-1.17902e-005
8.825,-1.17213e-005
8.826,-1.16531e-005
8.827,-1.15856e-005
8.828,-1.15188e-005
8.829,-1.14527e-005
8.83,-1.13872e-005
8.831,-1.13224e-005
8.832,-1.12583e-005
8.833,-1.11947e-005
8.834,-1.11319e-005
8.835,-1.10696e-005
8.836,-1.1008e-005
8.837,-1.09469e-005
8.838,-1.08865e-005
8.839,-1.08267e-005
8.84,-1.07674e-005
8.841,-1.07087e-005
8.842,-1.06506e-005
8.843,-1.05931e-005
8.844,-1.05361e-005
8.845,-1.04796e-005
8.846,-1.04237e-005
8.847,-1.03684e-005
8.848,-1.03135e-005
8.849,-1.02592e-005
8.85,-1.02054e-005
8.851,-1.0152e-005
8.852,-1.00992e-005
8.853,-1.00469e-005
8.854,-9.99509e-006
8.855,-9.94374e-006
8.856,-9.89287e-006
8.857,-9.84246e-006
8.858,-9.79252e-006
8.859,-9.74303e-006
8.86,-9.694e-006
8.861,-9.64541e-006
8.862,-9.59727e-006
8.863,-9.54956e-006
8.864,-9.50227e-006
8.865,-9.45542e-006
8.866,-9.40898e-006
8.867,-9.36296e-006
8.868,-9.31734e-006
8.869,-9.27214e-006
8.87,-9.22733e-006
8.871,-9.18291e-006
8.872,-9.13889e-006
8.873,-9.09525e-006
8.874,-9.05199e-006
8.875,-9.00911e-006
8.876,-8.9666e-006
8.877,-8.92446e-006
8.878,-8.88269e-006
8.879,-8.84127e-006
8.88,-8.8002e-006
8.881,-8.75949e-006
8.882,-8.71912e-006
8.883,-8.6791e-006
8.884,-8.63942e-006
8.885,-8.60007e-006
8.886,-8.56105e-006
8.887,-8.52236e-006
8.888,-8.48399e-006
8.889,-8.44594e-006
8.89,-8.40821e-006
8.891,-8.37079e-006
8.892,-8.33368e-006
8.893,-8.29687e-006
8.894,-8.26037e-006
8.895,-8.22417e-006
8.896,-8.18826e-006
8.897,-8.15265e-006
8.898,-8.11732e-006
8.899,-8.08228e-006
8.9,-8.04752e-006
8.901,-8.01304e-006
8.902,-7.97884e-006
8.903,-7.94491e-006
8.904,-7.91126e-006
8.905,-7.87786e-006
8.906,-7.84474e-006
8.907,-7.81188e-006
8.908,-7.77927e-006
8.909,-7.74692e-006
8.91,-7.71483e-006
8.911,-7.68299e-006
8.912,-7.65139e-006
8.913,-7.62004e-006
8.914,-7.58893e-006
8.915,-7.55807e-006
8.916,-7.52744e-006
8.917,-7.49704e-006
8.918,-7.46688e-006
8.919,-7.43695e-006
8.92,-7.40725e-006
8.921,-7.37777e-006
8.922,-7.34852e-006
8.923,-7.31948e-006
8.924,-7.29067e-006
8.925,-7.26207e-006
8.926,-7.23369e-006
8.927,-7.20551e-006
8.928,-7.17755e-006
8.929,-7.1498e-006
8.93,-7.12225e-006
8.931,-7.0949e-006
8.932,-7.06776e-006
8.933,-7.04082e-006
8.934,-7.01407e-006
8.935,-6.98752e-006
8.936,-6.96116e-006
8.937,-6.93499e-006
8.938,-6.90901e-006
8.939,-6.88322e-006
8.94,-6.85762e-006
8.941,-6.8322e-006
8.942,-6.80696e-006
8.943,-6.78191e-006
8.944,-6.75703e-006
8.945,-6.73232e-006
8.946,-6.7078e-006
8.947,-6.68344e-006
8.948,-6.65926e-006
8.949,-6.63525e-006
8.95,-6.61141e-006
8.951,-6.58773e-006
8.952,-6.56422e-006
8.953,-6.54087e-006
8.954,-6.51769e-006
8.955,-6.49466e-006
8.956,-6.47179e-006
8.957,-6.44909e-006
8.958,-6.42653e-006
8.959,-6.40413e-006
8.96,-6.38189e-006
8.961,-6.35979e-006
8.962,-6.33785e-006
8.963,-6.31605e-006
8.964,-6.29441e-006
8.965,-6.2729e-006
8.966,-6.25155e-006
8.967,-6.23033e-006
8.968,-6.20926e-006
8.969,-6.18833e-006
8.97,-6.16753e-006
8.971,-6.14688e-006
8.972,-6.12636e-006
8.973,-6.10597e-006
8.974,-6.08573e-006
8.975,-6.06561e-006
8.976,-6.04563e-006
8.977,-6.02577e-006
8.978,-6.00605e-006
8.979,-5.98645e-006
8.98,-5.96698e-006
8.981,-5.94764e-006
8.982,-5.92842e-006
8.983,-5.90932e-006
8.984,-5.89035e-006
8.985,-5.8715e-006
8.986,-5.85277e-006
8.987,-5.83415e-006
8.988,-5.81566e-006
8.989,-5.79728e-006
8.99,-5.77902e-006
8.991,-5.76088e-006
8.992,-5.74284e-006
8.993,-5.72493e-006
8.994,-5.70712e-006
8.995,-5.68942e-006
8.996,-5.67184e-006
8.997,-5.65436e-006
8.998,-5.63699e-006
8.999,-5.61973e-006
9,-5.60257e-006
9.001,-5.58552e-006
9.002,-5.56858e-006
9.003,-5.55174e-006
9.004,-5.535e-006
9.005,-5.51836e-006
9.006,-5.50182e-006
9.007,-5.48538e-006
9.008,-5.46905e-006
9.009,-5.45281e-006
9.01,-5.43666e-006
9.011,-5.42062e-006
9.012,-5.40467e-006
9.013,-5.38881e-006
9.014,-5.37305e-006
9.015,-5.35738e-006
9.016,-5.34181e-006
9.017,-5.32633e-006
9.018,-5.31093e-006
9.019,-5.29563e-006
9.02,-5.28042e-006
9.021,-5.2653e-006
9.022,-5.25026e-006
9.023,-5.23531e-006
9.024,-5.22045e-006
9.025,-5.20567e-006
9.026,-5.19098e-006
9.027,-5.17638e-006
9.028,-5.16185e-006
9.029,-5.14741e-006
9.03,-5.13306e-006
9.031,-5.11878e-006
9.032,-5.10459e-006
9.033,-5.09047e-006
9.034,-5.07644e-006
9.035,-5.06248e-006
9.036,-5.0486e-006
9.037,-5.0348e-006
9.038,-5.02108e-006
9.039,-5.00744e-006
9.04,-4.99387e-006
9.041,-4.98037e-006
9.042,-4.96695e-006
9.043,-4.9536e-006
9.044,-4.94033e-006
9.045,-4.92713e-006
9.046,-4.914e-006
9.047,-4.90095e-006
9.048,-4.88796e-006
9.049,-4.87505e-006
9.05,-4.8622e-006
9.051,-4.84943e-006
9.052,-4.83672e-006
9.053,-4.82408e-006
9.054,-4.81151e-006
9.055,-4.79901e-006
9.056,-4.78658e-006
9.057,-4.77421e-006
9.058,-4.7619e-006
9.059,-4.74966e-006
9.06,-4.73749e-006
9.061,-4.72538e-006
9.062,-4.71333e-006
9.063,-4.70135e-006
9.064,-4.68943e-006
9.065,-4.67757e-006
9.066,-4.66577e-006
9.067,-4.65404e-006
9.068,-4.64236e-006
9.069,-4.63075e-006
9.07,-4.61919e-006
9.071,-4.6077e-006
9.072,-4.59626e-006
9.073,-4.58488e-006
9.074,-4.57356e-006
9.075,-4.5623e-006
9.076,-4.55109e-006
9.077,-4.53994e-006
9.078,-4.52885e-006
9.079,-4.51781e-006
9.08,-4.50683e-006
9.081,-4.4959e-006
9.082,-4.48503e-006
9.083,-4.47421e-006
9.084,-4.46345e-006
9.085,-4.45274e-006
9.086,-4.44208e-006
9.087,-4.43148e-006
9.088,-4.42092e-006
9.089,-4.41042e-006
9.09,-4.39997e-006
9.091,-4.38957e-006
9.092,-4.37922e-006
9.093,-4.36892e-006
9.094,-4.35867e-006
9.095,-4.34847e-006
9.096,-4.33832e-006
9.097,-4.32822e-006
9.098,-4.31817e-006
9.099,-4.30816e-006
9.1,-4.29821e-006
9.101,-4.28829e-006
9.102,-4.27843e-006
9.103,-4.26861e-006
9.104,-4.25884e-006
9.105,-4.24912e-006
9.106,-4.23944e-006
9.107,-4.22981e-006
9.108,-4.22022e-006
9.109,-4.21067e-006
9.11,-4.20117e-006
9.111,-4.19171e-006
9.112,-4.1823e-006
9.113,-4.17293e-006
9.114,-4.1636e-006
9.115,-4.15432e-006
9.116,-4.14508e-006
9.117,-4.13588e-006
9.118,-4.12672e-006
9.119,-4.1176e-006
9.12,-4.10853e-006
9.121,-4.09949e-006
9.122,-4.0905e-006
9.123,-4.08155e-006
9.124,-4.07263e-006
9.125,-4.06376e-006
9.126,-4.05492e-006
9.127,-4.04613e-006
9.128,-4.03737e-006
9.129,-4.02865e-006
9.13,-4.01997e-006
9.131,-4.01133e-006
9.132,-4.00272e-006
9.133,-3.99416e-006
9.134,-3.98563e-006
9.135,-3.97713e-006
9.136,-3.96868e-006
9.137,-3.96026e-006
9.138,-3.95187e-006
9.139,-3.94353e-006
9.14,-3.93521e-006
9.141,-3.92694e-006
9.142,-3.91869e-006
9.143,-3.91049e-006
9.144,-3.90231e-006
9.145,-3.89418e-006
9.146,-3.88607e-006
9.147,-3.878e-006
9.148,-3.86996e-006
9.149,-3.86196e-006
9.15,-3.85399e-006
9.151,-3.84605e-006
9.152,-3.83815e-006
9.153,-3.83028e-006
9.154,-3.82244e-006
9.155,-3.81463e-006
9.156,-3.80685e-006
9.157,-3.79911e-006
9.158,-3.7914e-006
9.159,-3.78372e-006
9.16,-3.77607e-006
9.161,-3.76845e-006
9.162,-3.76086e-006
9.163,-3.7533e-006
9.164,-3.74577e-006
9.165,-3.73827e-006
9.166,-3.7308e-006
9.167,-3.72336e-006
9.168,-3.71595e-006
9.169,-3.70856e-006
9.17,-3.70121e-006
9.171,-3.69389e-006
9.172,-3.68659e-006
9.173,-3.67932e-006
9.174,-3.67208e-006
9.175,-3.66487e-006
9.176,-3.65769e-006
9.177,-3.65053e-006
9.178,-3.6434e-006
9.179,-3.6363e-006
9.18,-3.62922e-006
9.181,-3.62217e-006
9.182,-3.61515e-006
9.183,-3.60815e-006
9.184,-3.60118e-006
9.185,-3.59424e-006
9.186,-3.58732e-006
9.187,-3.58043e-006
9.188,-3.57356e-006
9.189,-3.56672e-006
9.19,-3.5599e-006
9.191,-3.55311e-006
9.192,-3.54634e-006
9.193,-3.5396e-006
9.194,-3.53288e-006
9.195,-3.52619e-006
9.196,-3.51952e-006
9.197,-3.51288e-006
9.198,-3.50625e-006
9.199,-3.49966e-006
9.2,-3.49308e-006
9.201,-3.48653e-006
9.202,-3.48e-006
9.203,-3.4735e-006
9.204,-3.46701e-006
9.205,-3.46055e-006
9.206,-3.45411e-006
9.207,-3.4477e-006
9.208,-3.44131e-006
9.209,-3.43494e-006
9.21,-3.42859e-006
9.211,-3.42226e-006
9.212,-3.41595e-006
9.213,-3.40967e-006
9.214,-3.40341e-006
9.215,-3.39717e-006
9.216,-3.39094e-006
9.217,-3.38474e-006
9.218,-3.37857e-006
9.219,-3.37241e-006
9.22,-3.36627e-006
9.221,-3.36015e-006
9.222,-3.35405e-006
9.223,-3.34798e-006
9.224,-3.34192e-006
9.225,-3.33588e-006
9.226,-3.32986e-006
9.227,-3.32386e-006
9.228,-3.31788e-006
9.229,-3.31192e-006
9.23,-3.30598e-006
9.231,-3.30006e-006
9.232,-3.29416e-006
9.233,-3.28827e-006
9.234,-3.28241e-006
9.235,-3.27656e-006
9.236,-3.27073e-006
9.237,-3.26492e-006
9.238,-3.25913e-006
9.239,-3.25335e-006
9.24,-3.24759e-006
9.241,-3.24185e-006
9.242,-3.23613e-006
9.243,-3.23043e-006
9.244,-3.22474e-006
9.245,-3.21907e-006
9.246,-3.21342e-006
9.247,-3.20778e-006
9.248,-3.20216e-006
9.249,-3.19656e-006
9.25,-3.19098e-006
9.251,-3.18541e-006
9.252,-3.17986e-006
9.253,-3.17432e-006
9.254,-3.1688e-006
9.255,-3.1633e-006
9.256,-3.15781e-006
9.257,-3.15234e-006
9.258,-3.14688e-006
9.259,-3.14144e-006
9.26,-3.13602e-006
9.261,-3.13061e-006
9.262,-3.12521e-006
9.263,-3.11984e-006
9.264,-3.11447e-006
9.265,-3.10912e-006
9.266,-3.10379e-006
9.267,-3.09847e-006
9.268,-3.09317e-006
9.269,-3.08788e-006
9.27,-3.0826e-006
9.271,-3.07734e-006
9.272,-3.0721e-006
9.273,-3.06687e-006
9.274,-3.06165e-006
9.275,-3.05644e-006
9.276,-3.05125e-006
9.277,-3.04608e-006
9.278,-3.04092e-006
9.279,-3.03577e-006
9.28,-3.03063e-006
9.281,-3.02551e-006
9.282,-3.0204e-006
9.283,-3.01531e-006
9.284,-3.01023e-006
9.285,-3.00516e-006
9.286,-3.0001e-006
9.287,-2.99506e-006
9.288,-2.99003e-006
9.289,-2.98501e-006
9.29,-2.98001e-006
9.291,-2.97502e-006
9.292,-2.97004e-006
9.293,-2.96507e-006
9.294,-2.96012e-006
9.295,-2.95517e-006
9.296,-2.95024e-006
9.297,-2.94533e-006
9.298,-2.94042e-006
9.299,-2.93553e-006
9.3,-2.93064e-006
9.301,-2.92577e-006
9.302,-2.92091e-006
9.303,-2.91607e-006
9.304,-2.91123e-006
9.305,-2.9064e-006
9.306,-2.90159e-006
9.307,-2.89679e-006
9.308,-2.892e-006
9.309,-2.88722e-006
9.31,-2.88245e-006
9.311,-2.87769e-006
9.312,-2.87294e-006
9.313,-2.86821e-006
9.314,-2.86348e-006
9.315,-2.85876e-006
9.316,-2.85406e-006
9.317,-2.84936e-006
9.318,-2.84468e-006
9.319,-2.84001e-006
9.32,-2.83534e-006
9.321,-2.83069e-006
9.322,-2.82605e-006
9.323,-2.82141e-006
9.324,-2.81679e-006
9.325,-2.81218e-006
9.326,-2.80757e-006
9.327,-2.80298e-006
9.328,-2.79839e-006
9.329,-2.79382e-006
9.33,-2.78925e-006
9.331,-2.7847e-006
9.332,-2.78015e-006
9.333,-2.77562e-006
9.334,-2.77109e-006
9.335,-2.76657e-006
9.336,-2.76206e-006
9.337,-2.75756e-006
9.338,-2.75307e-006
9.339,-2.74858e-006
9.34,-2.74411e-006
9.341,-2.73964e-006
9.342,-2.73519e-006
9.343,-2.73074e-006
9.344,-2.7263e-006
9.345,-2.72187e-006
9.346,-2.71745e-006
9.347,-2.71303e-006
9.348,-2.70863e-006
9.349,-2.70423e-006
9.35,-2.69984e-006
9.351,-2.69546e-006
9.352,-2.69109e-006
9.353,-2.68672e-006
9.354,-2.68237e-006
9.355,-2.67802e-006
9.356,-2.67368e-006
9.357,-2.66934e-006
9.358,-2.66502e-006
9.359,-2.6607e-006
9.36,-2.65639e-006
9.361,-2.65208e-006
9.362,-2.64779e-006
9.363,-2.6435e-006
9.364,-2.63922e-006
9.365,-2.63495e-006
9.366,-2.63068e-006
9.367,-2.62642e-006
9.368,-2.62217e-006
9.369,-2.61792e-006
9.37,-2.61368e-006
9.371,-2.60945e-006
9.372,-2.60523e-006
9.373,-2.60101e-006
9.374,-2.5968e-006
